PMID,AbstractText
1137713,"The effects of supplementation of a complete diet with ethyl arachidonate and with ethyl dihomo-gamma-linolenate (20 : 3Omega6) on the fatty acid composition of plasma and tissue lipid classes were studied in normal rats. 2. These prostaglandin precursors were incorporated in varying degrees into all lipid  classes of the tissues that were investigated. The largest elevations were seen in plasma and tissue triacylglycerols. Significant increases were also observed in phospholipids, cholesteryl esters and the free fatty acid fraction. 3. Following the feeding of the ester of 20 : 3Omega6, arachiodonate levels also rose in the lipids of some tissues. In others, such as the renal medulla and platelets, and increase in 20 : 3Omega6 content occurred without a rise in 20 : 4. 4. Platelet aggregation is known to be stimulated by 20 : 4 (via active metabolites), but not by 20 : 3Omega6. The ability to modify 20 : 3Omega6 levels selectively in certain tissues is of interest in light of such pharmacologic differences from 20 : 4."
1137715,"1. Ceramide aminoethylphosphonate was isolated from the adductor, gills, mantle and viscera of oysters. 2. After drastic acid hydrolysis of the lipid, aminoethylphosphonic acid was the only water-soluble carbon-phosphorous compound detected. 3. The main fatty acids of ceramide aminoethylphosphonates were hexadecanoic acid (77-90%) and 2-hydroxy hexadecanoic acid (13-15%). 4. Hexadeca-4-sphingenine, octadeca-4-sphingenine and octadeca-4,8-sphingadienine were identified as the major long chain base components. However, the ratio of the three bases was characteristic for each tissue; the adductor muscle contains primarily hexadeca-4-sphingenine, and the viscera, octadeca-4,8-sphingadienine. The gills and mantle contain the three bases in approximately equal concentration. 5. The main molecular species in the adductor muscle was hexadecanoyl-hexadeca-4-sphingenyl 2-aminoethylphosphonate, while in the viscera hexade-canoyl-octadeca-4,8-sphingenyl 2-aminoethylphosphonate predominated."
1137716,"Raman spectra of dipalmitoyl phosphatidylcholine and structurally related molecules are examined and vibrational transitions assigned for the C-C, phosphate and C-H stretching modes of these molecules. Particular emphasis is placed on the characteristics of the Raman spectra in the 2800-3000, 1000-1150 and 700-800 cm-minus 1 regions. It is found that hydrocarbon transitions dominate the spectra at the expense of those of the phosphate and choline groups. The methyl and methylene C-H stretching assignments have been clarified for the Raman spectra of phospholipid systems."
1137717,"Sterol balance measurements using isotopic and chromatographic techniques were carried out in rats fed diets containing beta-sitosterol (0.8%) and cholesterol (1.2%). The activities of the rate-limiting enzymes of cholesterol synthesis (beta-hydroxy-beta-methylglutaryl-CoA reductase, EC 1.1.1.34) and bile acid synthesis (cholesterol 7 alpha-hydroxylase) were determined in the same animals. Cholesterol feeding increased cholesterol absorption from 1.2 to 70 mg/day. The increased absorption was compensated for by inhibition of hepatic cholesterol synthesis, enhanced conversion of cholesterol to bile acids (from 13.7 to 27.3 mg/day) and a slight increase in the excretion of endogenous neutral steroids (from 7.7 to 11.2 mg/day). Despite the adaptation there was accumulation of cholesterol in the liver (from 2.2 to 9.2 mg/g). Beta-Sitosterol feeding inhibited cholesterol absorption (calculated absorption was zero). In these rats there was enhanced cholesterol synthesis (from 20.0 to 28.8 mg/day, but no change in the rates of bile acid formation. Measurements of the activities of the rate-limiting enzymes showed fair correlation with cholesterol-bile acid balance. In cholesterol fed animals, beta-hydroxy-beta-methylglutaryl-CoA reductase was inhibited 80% and cholesterol 7 alpha-hydroxylase was enhanced 61%. In beta-sitosterol-fed animals, the reductase was increased 2-fold and cholesterol 7 alpha-hydroxylase was not significantly different from controls."
1137718,"Diffusion coefficients of bile salts, lecithin, and cholesterol above the critical micelle concentration have been measured with the diaphragm cell at varying concentrations of bile salts, lecithin, and added electrolyte. The diffusion of the bile salt can be five times faster than that of the solubilized lipids. This is shown not to be an artifact of multicomponent diffusion, but a result of a different transport mechanism of the bile salt. As a consequence, the concentration of bile salt and lipids at the surface of a cholesterol gallstone can differ from those in the bile solution. The effects of this upon growth and dissolution in detergent solutions are discussed."
1137719,"1. The mechanism of the inhibitory effect of erucylcarnitine on palmityl-carnitine oxidation in rat heart mitochondria was studied. 2. Erucylcarnitine inhibited in the same time the oxidation of [U-14-C]-palmitylcarnitine and the total rate of oxygen uptake. Other acylcarnitines competed as well for the oxidation with radioactive palmitylcarnitine, but they were well oxidized themselves, so that the total oxygen uptake did not decrease. 3. The presence of erucylcarnitine did not change the distribution pattern of Krebs cycle intermediates derived from [U-minus 14 C] palmitylcarnitine except that succinate/malate ratio increased. 4. The presence of erucylcarnitine did not lead to the formation of any beta-oxidation cycle intermediates from [U-minus 14 C] palymitylcarnitine. The formation of beta-hydroxy-palmityl derivative when rotenon was included into the incubation medium, decreased in the presence of erucylcarnitine. 5. It is postulated, that the inhibited entrance of palmityl groups into the beta-oxidation cycle is due to the fact that erucylcarnitine and palmitylcarnitine behave as substrate-competitive inhibitors for long chain acyl-CoA dehydrogenase. 6. There was observed a latency of 1-2 min in the effect of erucylcarnitine on the palmitylcarnitine oxidation, which seems to correspond to the time required for the formation of high amounts of intramitochondrial erucyl-CoA. 7. Erucylcarnitine inhibited the total oxygen uptake with long, medium and short chain acylcarnitines, pyruvate and alpha-ketoglutarate as substrates, while the oxidation of succinate was not affected. 8. Sequestration of free CoA in the form of very slowly metabolized erucyl-CoA is proposed as the partial explanation of the observed inhibitory effects of erucylcarnitine on the oxidation of CoA-dependent substrates (alternatively to the inhibition at the level of acyl-CoA dehydrogenases in case of acylcarnitines)."
1137720,"The hopes raised by the finding of differential Concanavalin A (Con A) agglutinability of normal and transformed cells in efforts to quantify differences between these cell lines seem not to have been justified.  In this paper, the development of information on the mechanism of action of Con A on the cell surface, as well as the theories put forward at each stage of this development are surveyed.  In this respect, investigations on Con A constitute a case history in biological research.  The involvement of glycoproteins and galactosyltransferases in cell-cell interactions and their relations to Con A are also reviewed."
1137725,"Among 5 families with SBH of Neapolitan origin, herediatry glyco-lipidosis was accompanied in one by beta-thalassemia. All 10 members of this family, namely parents and 8 siblings, were investigated. The mother and two children were found to be carriers of both SBH and beta-thalassemia, while three other siblings were carriers of SBH alone. None of the six patients conformed the classic clinical picture often observed in genotypical SBH. The present state of genotypic transmission of the stigma is discussed on the basis of the author's experience as well as the data in the literature. As for the combination SBH-thalassemia in the same individual it may be concluded that the two genes are most likely independent and certainly not linked."
1137726,"1. In unanaesthetized pigeons the effect on cloacal temperature was studied of acetylcholine (ACh), carbachol, atropine and (+)-tubocurarine injected into a cannulated lateral cerebral ventricle. The experiments were carried out at an ambient temperature of 19-25 degrees C. 2. ACh or carbachol injected intraventricularly produced hyperthermia, and in larger doses hyperthermia followed by hypothermia. These were central effects because they were not obtained when these drugs were injected in the same doses intravenously. 3. Atropine injected intraventricularly produced hypothermia which was greater and longer lasting than the hypothermia produced with the same dose of atropine injected intravenously. After the intraventricular injection of atropine the hyperthermic effects of ACh and of carbachol were abolished. 4. (+)-Tubocurarine injected intraventricularly produced a long-lasting hyperthermia in doses which had no effect on temperature when injected intravenously. After the intraventricular injection of tubocurarine the hypothermic effects of ACh and of carbachol were abolished. 5. It is concluded that the effects of ACh had carbachol imitate the effects of ACh released from cholinergic neurones in the central pathway involved in temperature regulation. The hypothermic effect of atropine is attributed to unmasking the activity of continuously released ACh acting on nicotinic receptors, and the hyperthermic effect of tubocurarine to unmasking the activity of continuously released ACh acting on muscarinic receptors."
1137727,"1. Tachyphylaxis to heart rate and bronchodilator effects of (plus or minus)-isoprenaline was studied in anaesthetized open-chest dogs by 5 procedures. 2. Heart rate responses to a series of intravenous injections of isoprenaline were essentially unchanged before and after a 15 min infusion of isoprenaline (at 3 doses). 3. Heart rate and bronchodilator responses in the same animal to an intravenous injection of isoprenaline were not significantly different before and after a 30 min infusion of isoprenaline (at 2 doses). 4. Heart rate responses were relatively constant to an isoprenaline injection given every 30 min during a 4 h infusion of isoprenaline (at 3 doses), but the magnitude of the response was smallest for the largest infusion dose (highest background heart rate) and greatest for the smallest infusion dose (lowest background heart rate). 5. Heart rate and bronchodilator responses in the same animal to isoprenaline were relatively constant during a 5 h infusion of isoprenaline (at 2 doses). 6. Bronchodilator responses to intratracheally administered isoprenaline aerosol were essentially unchanged during a 4-5 h period using various doses and procedures. 7. Tachyphylaxis to the heart rate of bronchodilator effects of isoprenaline was not observed. The present data give no support to the hypothesis that tachyphylaxis to isoprenaline aerosols is an important mechanism in asthma mortality."
1137728,"1. Isoprenaline, 3.5-20 ng, injected intracerebroventricularly in atropinized mice under pentobarbitone anaesthesia produced a dose-dependent tachycardia. 2. Pretreatment with either reserpine or pempidine blocked nervously-mediated tachycardia as shown by marked reduction of that due to stimulation of the spinal outflow in pithed mice. After pretreatment with these drugs, intracerebroventricular isoprenaline caused tachycardia of a similar degree and time course to that in mice not so pretreated. 3. Pretreatment with either reserpine or pempidine caused supersensitivity to the tachycardia due to intravenous isoprenaline. 4. When allowance was made for this supersensitivity in the effect of intracerebroventricular isoprenaline in pretreated mice, a small dose-dependent residual effect remained that could be attributed to leakage of isoprenaline into the peripheral circulation. 5. This was confirmed by the appearance of a late-developing tachycardia on intracerebroventricular injection of isoprenaline in spinal mice. 6. It is therefore concluded that the tachycardia caused by intracerebroventricular isoprenaline in mice is, at least initially, of central origin."
1137729,"1. Reserpine administration resulted in a larger initial decline in adrenal catecholamines in spontaneously hypertensive rats (SHR) than in normotensive Wistar rats (NWR); the difference was eliminated by pretreatment with cholisdondamine. 2. Reserpine also produced a larger increase in SHR catecholamines and dopamine beta-hydroxylase several days later; chlorisondamine pretreatment did not prevent the increases, although it did slightly slow the increases. 3. Vesicles from SHR, or NWR incubated with reserpine in vitro demonstrated equivalent inhibition of adenosine 5'-triphosphate (ATP)-Mg-2+-stimulated adrenaline uptake. 4. Recovery of uptake was more rapid in SHR than in NWR after reserpine inhibition, and this was associated with a burst of new vesicle synthesis in the SHR; chlorisondamine pretreatment reduced the number of new, immature vesicles in reserpine-treated SHR. 5. Both SHR and NWR secreted equal proportions of their adrenal catecholamine contents after nicotine administration. 6. These data suggest that the sympatho-adrenal system of the SHR exhibits an enhanced reflex response to reserpine but that reserpine is equally effective in SHR and NWR in producing blockade of vesicular catecholamine transport; these alterations can affect markedly the actions of autonomic drugs in the SHR."
1137730,"1. Acetylcholine mustard (N-2-chloroethyl-N-methyl-2-acetoxyethylamine), a potent muscarinic agonist, binds virtually irreversibly to muscarinic receptors in longitudinal muscle strips from guinea-pig small intesting, as shown by the inhibition of the binding of E13-H]-propylbenzilycholine mustard ([3-H-PrBCM), an affinity label for the muscarinin receptor. 2. A value for the apparent binding affinity of acetylcholine mustard and a value for the rate constant for the receptor alkylation reaction have been deduced from the rate of onset of the inhibition of [3-H]-PrBCM binding. 3. The kinetic constants obtained may refer largely to the interaction between acetylcholine mustard and the desensitized receptor. 4. At high concentrations acetylcholine mustard practically abolishes the contractile response to carbachol. At the concentrations acetylcholine mustard appears to have multiple actions on the tissue."
1137731,The intravenous administration of theophylline to ten healthy human subjects produced either an increase of circulating plasma dopamine-beta-hydroxylase or no change. The rise of plasma enzyme activity may reflect the increased peripheral catecholamine release induced by theophylline.
1137732,"Segments of ileum from newborn rabbits contracted in response to histamine but sensitivity declined from age 11 days. Intestine from adult animals barely contracted to histamine, even in a concentration of 3 times 10- minus 3 M. Such variation with age was not observed with acetylcholine. The response to histamine was effected by mepyramine-sensitive receptors which appeared to decrease in number as the animals aged."
1137765,"A statistical significance test to detect seasonality of epidemiological events is described. The method is similar to that of Edwards, but makes it possible to allow for an arbitrary pattern of variation in the population risk, and also for the unequal lengths of time sectors of a cycyle of seasons (e.g., months of a year). From the test it is possible to estimate the amplitude of seasonal variation and the time at which the maximum occurs in a postulated simple harmonic fluctuation; the adequacy of the description of the data by a curve of this kind may be evaluated using a goodness-of-fit test. A numerical example of the calculations is given using some anencephalus data, and the results are compared with those of alternative tests."
1137766,"A study of the monthly numbers of stillbirths and of deaths due to anencephalus in Canada from 1954 to 1962 showed a weak tendency to a winter excess of affected births. The seasonal trend was more marked in the Prarie provinces and in Quebec than elsewhere; the maximum rate of anencephalus occurrence was in October to December in the Prairies and in British Columbia, and in January to March in other regions."
1137767,"Data on menarcheal age were collected on girls admitted to the University College of Swansea over a 12-year period. It appears that the downward trend in menarcheal age ceased in girls born about 1946 (the 1965 student intake) and that an upward swing may have since occurred. This change in the secular trend is not due to the association of menarcheal age with family size or of position in sibship, or to changes in the regional composition of the student intake. The well established effect of physique remains, but there is no effect of socio-economic status as assessed by the Registrar-General's classification of the father's occupation."
1137768,"Three years after a normal cervical smear, 1,007 women were followed up to see how they responded to a computer-generated recall letter. Seven women had died and 150 had had interim smears (mainly in association with regular contraceptive or postnatal examination). Of the remaining 850, low response was not related to lower social class in the way initial recruitment to screening is. Working outside the home was more obviously associated with lower response, as wass full-time compared with part-time work. Response was also related to where the first smear was taken (61% of women first examined at a local authority clinic, but only 29% of those from a mobile industrial clinic) and was related to repetition of a familial routine which favoured permanent rather than mobile facilities. Interviews with returners and non-returners showed that over 90% remembered receiving recall letters, so non-response was a conscious decision not to attend. When a first test originated at work, response to recall tended to be poor. Of the non-returners 42%, but only 24% of the returners, had found the first test unpleasant or embarrassing. One-third of non-returners claimed difficulties in finding time, which is in accord with the lower response from full-time workers. Over 90% of those interviewed gave fear or modesty as the reasons why other women had not had a repeat smear. In general, differences in response to a letter inviting women to have a repeat smear are unlike those which characterize recruitment for a first smear. Consistency of experience appears to be strongly favoured in the regular use of cytological screening."
1137769,"A self-administerd questionnaire was posted to 1 129 medical general practitioners in an urban and in a rural area of England. The prevalences of headache, and of the features of migraine, in the year immediately preceding the survey were similar in the two areas. After allowing for the different age and sex composition of the populations, these prevalences were also similar to those found in the general population during an early survey in Wales. About 13% of the male and 25% of the female general practitioners thought that they had had migraine in the previous year. There was little evidence that doctors with 'classic' migraine differed from those with 'common' migraine in the proportion who experienced other migrainous features (unilateral distribution of headache and accompanying nausea) or in their response to treatment with ergotamine."
1137770,A study in Derbyshire showed that there are wide variations in the populations served by individual home nurses. These variations are difficult to reduce. To assess the quantity and quality of home nursing that is provided more sophisticated formulae than the nurse/population ratio are necessary. For these data derived from output of work are inadequate; studies of need are required in each locality.
1137771,"Deoxycytidylate (DCMP) deaminase was assayed at various times during and after normal and abnormal pregnancies. The level in amniotic fluid was assessed at induction and at caesarean section, and cord blood levels were estimated after normal delivery and at caesarean section. A rise occurred during labour and after hysterectomy and caesarean section--returning to normal after 2-3, and 12 days respectively. Levels above 4.8 X 10-minus 4 ml-minus 1 were found in cases of preeclamptic toxaemia and early intrauterine death and in twin pregnancies over 36 weeks' gestation. It is suggested that because of its low incidence of false-negative and false-positive results this test is far superior to other enzyme tests in pregnancy, and a further trial is in progress to assess its role."
1137810,"The behavior of 12 adult ring doves [a small-brained species of Columbidae] was compared with that of 12 adult pigeons [a large-brained species of Columbidae] in a detour problem to see if Rensch's hypothesis of increased brain size being correlated with increased capability can be extended to a perceptual problem-solving task. Three detour dependent variables were intercorrelated with seven gross brain indices obtained from each bird. There were no species differences in terms of detour behavior, and no correlational trends of brain-behavior relationships were discernible. It was concluded that Rensch's hypothesis may not be generalizable to all types of behavior capabilities."
1137811,The differences in the cytoarchitectonic organization and the thalamocortical projections to the anterior and posterior cortical fields in cats provide the basis for judgements about their unequal roles in entire behavior acts. Extracellular recordings of anterior frontal neuronal activity have revealed the predominance of the nonspecific type of afferent activation of gyrus proreus neurons; complex integrative properties of gigantopyramidal neurones [posterior frontal regions] have been observed. Participation of the posterior frontal fields in afferent synthesis and in programming motor activity has been shown in behavioral studies. The phlogenetically younger anterior frontal fields are considered to be yet nonspecialized structures; posterior gigantopyramidal fields in cats are considered as the highest apparatus of programming complex motor activity in an experimental situation.
1137814,"The development of the extrastriate visual system relative to the striate system was estimated indirectly by measuring the volumes of the lateral posteriorpulvinar complex and lateral geniculate nucleus in six varieties of mammals selected on the basis of their propinquity with Anthropoidea [oppossums, hedgehogs, rats, squirrels, tree shrews and bushbabies]. The same animals were tested on two related behavioral tasks [spatial and visual reversal learning] whose successful achievement requires a simple sort of abstraction. The results show that the ability to learn visual reversal, but not spatial reversal, corresponds closely to the relative degree of development of the extrastriate system. Since the variation in both these behavioral and morphological characteristics also parallels the phylogenetic dimension, the recency of common ancestry to anthropoids, the evolutionary origin of the anthropoid capacity for visual abstraction is suggested."
1137815,"Bilateral intercollicular lesions in the chick abolish or depress not only calling, but also those phases of behaviour when calling would have been occurring. These include: long bouts of excited feeding immediately after food is made available; examining and pecking moving targets and novel objects; persistent scanning, and inhibition of other behaviour in a novel environment. Deaf birds behave precisely like controls, so that possible auditory deficits are not involved. During calling phases significant visual stimuli are treated as if they were starting or conspicuous. Conversely, continuous examination of a stimulus causes calling to diminish or disappear even though response continues; a brief period when the stimulus is not seen causes calling to begin again when it is once more perceived. In addition to the increased effectiveness of relevant visual stimuli, motor facilitation is usual in calling phases, as is inhibition of irrelevant responses. Emotional behaviour in man and other mammals is compared to calling phases in the chick."
1137816,"The vasomotor response of the tail of the albino rat to total-body heating and cooling was studied by skin-temperature recording and plethysmography with the tail at 25 degrees C air temperature. Tail vasodilation started at core temperatures lightly above 37 degrees C and increased to a core temperature up to about 39 degrees C. During cooling of warm rats, tail vasoconstriction started at significantly higher levels of core temperature than the values at which vasodilation appeared when the rat was warmed."
1137818,"Glucagon in a dose of 50 mug/kg body weight was studied for its cardiovascular effects in hypovolemic dogs in which coronary blood flow was reduced to an average 40% of its control value and cardiac depression was evident. Myocardial contractility, as judged mainly by dP/dt and acceleration of aortic blood flow, was brought to a normal level for a short time. Systemic and coronary vascular resistances were markedly reduced. These effects were similar in normovolemic dogs. The inotropic, chronotropic, and peripheral vascular effects of glucagon can be evoked also in hypovolemic dogs in which coronary blood flow is less than normal and myocardial metabolism is impaired."
1137819,"The effect of highly purified gastric inhibitory polypeptide (GIP) on immunoreactive insulin (IRI) secretion in the conscious fasted dog was investigated. Significant increases in IRI release were observed with intravenous administration of three different doses of GIP. These were accompanied by depression in fasting serum-glucose levels. Preliminary studies were undertaken to determine whether this insulinotropic action of GIP could be attributed to a particular segment of the GIP molecule. GIP fragments produced by cleavage with cyanogen bromide and trypsin showed no significant stimulation of IRI release. The possibility that GIP might itself enhance glucose uptake or potentiate insulin-induced glucose uptake was studied with the rat hemidiaphragm preparation. No such effect was observed. In the light of this and other recent work, it is concluded that GIP is a strong candidate for an active principle in the enteroinsular axis."
1137820,"Our objective was to produce reductions in the luminal volume of Henle's loop and increases in linear flow velocity through the loop. We did this in a recollection micropuncture study by collecting fluid with and without suction from early distal tubules. With suction, transit time of fast green dye through the loop decreased by 34%, calculated loop volume decreased by 28%, and fractional water reabsorption fell from 73.6 to 70.3% (p smaller than 0.025) in water diuretic rats. Absolute water reabsorption did not decrease significantly. In urea-saline dieuretic rats transit time decreased 25%, calculated loop volume decreased 22%, fractional reabsorption fell from 59.0 to 51.7% (smaller than 0.001), and absolute reabsorption decreased by 2.3 nl/min (p smaller than 0.025). Single nephron glomerular filtration rate, distal tubular sodium concentration, and osmolality were unaffected. The less pronounced effect of collection with suction in water diuretic rats may be related to the lower medullary fluid osmolality, which was 338 plus or minus 9 (S.E.) mOsmol/kg as compared to 497 plus or minus 35 in urea saline diuretic rats. Collecting fluid with suction from late proximal tubules did not alter glomerular filtration rate or fractional water reabsorption. Stumpe et al. ((1970) J. Clin. Invest. 49, 1200-1212) noted an inverse correlation between fluid reabsorption from Henle's loop and flow velocity in rats with hypertension or congestive heart failure. One can reproduce this correlation by artificially altering the transmural pressure gradient in the loop."
1137821,"Prostaglandin E1 (PGE1) hyperpolarized the smooth muscle cells of guinea-pig ureter in normal Krebs solution and was without effect on ureters depolarized in KCl Krebs, PGE1 inhibited both electrically induced contractions and K+-induced contractures of the ureters. Conditions that favored greater tension development by the ureters, namely, high [K+] or high [Ca-2+] reduced the inhibitory effects of PGE1 on the K+-induced contractures. Depolarization of guinea-pig ureter with KCl Krebs led to an increase in radio-calcium content of the tissue over a 30 min loading period. This increase in the tissue's radio-calcium content was further increased by PGE1 but not by theophylline, PGE1 was found to have no effect on either total calcium content or the calcium efflux from the tissue. It is suggested that PGE1 exerts its inhibitory action by increasing calcium sequestration at the inner surface of the cell membrane."
1137822,"The variable effect of excessive vitamin A intake on alimentary cholesterolemia was investigated in cockerels of strains of White Leghorns and New Hampshires. With the New Hampshire cockerels, the feeding of 0.5% of dietary cholesterol resulted in greater cholesterolemia when the diet contained 1700 I.U. of vitamin A per kilogram than when it contained 22000 I.U. of vitamin A per kilogram. With the White Leghorn cockerels, on the other hand, cholesterolemia was enhanced with the higher level of dietary vitamin A. Absorption of a single oral dose of cholesterol was increased in birds of both breeds when vitamin A had been given previously by injection. In the White Leghorn cockerels the percentage of newly absorbed cholesterol in the hepatic pool was reduced by vitamin A administration, whereas in the New Hampshire cockerels the percentage was increased. It was concluded that excess vitamin A may have divergent effects on alimentary cholesterolemia in chickens of different genetic backgrounds as a result of opposite effects on the liver-blood ratio of a large load of cholesterol."
1137823,"Benzocaine, which occurs in the uncharged form in the physiological range of pH, caused inhibition of 45-Ca efflux in branacle muscle fibers. By contrast, in the presence of a low external Ca-2+ concentration it produced stimulation of the efflux. Both the inhibitory and stimulatory actions of benzocaine appeared to be less potent than those of procaine. Hemicholinium-3 (HC-3), on the other hand, which exists only in the charged form, caused a large stimulation of the 45-Ca efflux following microinjection, and the potency of this action was found to be at least 10 times greater than that of procaine. External application of HC-3 produced inhibition occasionally. Effects of tetracaine were similar to those produced by procaine; however, its inhibitory action was greater in more alkaline solution, which is the opposite of that observed with procaine. Lidocaine produced a less consistent effect than procaine; the inhibitory action of the former was less potent but the stimulatory action of the two anesthetics were comparable, p-Aminobenzoic acid was without effect on 45-Ca efflux. These results indicate that both the charged and uncharged forms of local anesthetics are capable of causing stimulatory and inhibitory effects on 45-Ca efflux in barnacle muscle fibers, and that the inhibition produced is the result of action on the CA-Ca exchange system whereas the stimulation is the result of release of Ca from internal storage sites."
1137824,"The metabolic, thermal, and cardiovascular responses of two male Caucasians to 1 2 h exposure to ambient temperature ranging between 28 degrees C and 5 degrees C were studied and related to the respective ambient temperatures. The metabolic heat production increased linearly with decreasing ambient temperature, where heat production (kcal times m- minus 2 times h- minus 1) = minus 2.79 Ta  degrees C + 103.4, r = -0.97, P smaller than 0.001. During all exposures below 28 degrees C, the rate of decrease in mean skin temperature (Tsk) was found to be an exponential function dependent upon the ambient temperature (Ta) and the time of exposure. Reestablishment of Tsk steady state occurred at 90-120 min of exposure, and the time needed to attain steady state was linearly related to decreasing Ta. The net result was that a constant ratio of 1.5 of the external thermal gradient to the internal thermal gradient was obtained, and at all experimental temperatures, the whole body heat transfer coefficient remained constant. Cardiac output was inversely related to decreasing Ta, where cardiac output (Q) = minus 0.25 Ta degrees C + 14.0, r = minus 0.92, P smaller than 0.01. However, the primary reason for the increased Q, the stroke output, was also described as a third-order polynomial, although the increasing stroke volume throughout the Ta range (28-5 degrees C) was linearly related to decreasing ambients. The non-linear response of this parameter which occurred at 20 degrees C larger than or equal to Ta larger than or equal to 10 degrees C suggested that the organism's cardiac output response was an integration of the depressed heart rate response and the increasing stroke output at these temperatures."
1137825,"Adult male rats were fed a liquid diet providing 35% of the calories as ethanol, while pair-fed controls received the corresponding diet with alcohol replaced by an equicaloric concentration of sucrose. After 1 month, lactate/pyruvate (L/P) and beta-hydroxybutyrate/acetoacetate (beta-HB/AcAc) ratios in the livers were determined under five different conditions: (1) both diets present up to the time of sacrifice, (2) ethanol diet replaced by control diet for 24 h before sacrifice, (3) ethanol diet replaced by control diet for 48 h before sacrifice, (4) as in the preceding, followed by intraperitoneal (i.p.) injection  of ethanol, 1 g/kg, 1 h before sacrifice, (5) as in the preceding, but i.p. injection 3 h before sacrifice. The L/P ratio was significantly higher in the alcohol group than in controls under the first experimental condition, but the groups did not differ under the other four conditions. The beta-HB/AcAc ratio was also significantly higher in the alcohol group under the first condition. This difference disappeared in the second and third conditions. Under the fourth and fifth conditions the beta-HB/AcAc ratio was significantly higher in the controls. The results are compatible with an adaptive increase in mitochondrial reoxidation of NADH in the chronic alcohol groups, but the possibility of a change due to alcohol withdrawal can not be excluded."
1137826,"Sprague-Dawley rats were kept at 28 degrees C from 21 to 517 days age and fed one of the two following diets: a semi-purified diet containing 502 p.p.m. of Mg (control) or the same diet containing only 120 p.p.m. (mg/kg) (low-Mg). The chronic suboptimal intake of Mg by rats fed the low-Mg diet did not result in overt signs of Mg deficiency even when Mg levels were greatly reduced in carcass, plasma, and tibia, but it significantly decreased bone strength. It is suggested that Mg deficiency in man could be a factor in the weakening of bone, commonly observed in old age, even when there are no visible signs of Mg deficiency. Studies of the human situation would be of interest."
1137827,"Isolated intact frog muscles were incubated in 32-P-labelled Ringer's solution for various periods of time (30 s-20 h). Labelled compounds were isolated from TCA, methanol-chloroform-water, and water extracts of muscle. Hexosephosphates, phosphocreatine, phosphoenolphyruvate, alpha-glycerol phosphate, adenosine triphosphate, and inorganic phosphate were identified after 30 s, and 4 h incubation. Much more labelling was found after 20 h. The incorporation of 32-P in 30 s into organic phosphate compounds, such as alpha-glycerol phosphate and ATP, showed that immediate esterification of Pi occured on, or just inside, the sarcolemma."
1137828,The possibility of a cholinergic involvement in the hyperthermic action produced by the injection of prostaglandin E1 (PGE1) into the anterior hypothalamic/preoptic region of the rat brain was examined. Intracerebral injection of either atropine or mecamylamine prior to the injection of PGE1 failed to attenuate the PGE1-induced hyperthermia. Both atropine and mecamylamine by themselves produced a rise in colonic temperature. It thus seems unlikely that PGE1 evokes hyperthermia in the rat by releasing endogenous acetylcholine at muscarinic or nicotinic synapses in the rostral hypothalamus. The possibility that PGE1 acts by inhibiting the release of acetylcholine within this region requires additional investigation.
1137829,"Twenty-eight females with recurrent urinary tract infection were treated to eradicate their existing infections and then observed for recurrences while receiving one of the three following prophylactic regimens for 6 to 12 months: nitrofurantoin, 50 mg daily; one half tablet of trimethoprim-sulfamethoxazole (TMP-SMX) twice weekly; or one tablet of TMP-SMX once weekly. Preadolescent girls received half the adult doses. After completion of the course of prophylactic agent the patients were followed up at bimonthly intervals until infection recurred. After eradication of this new infection they were started on another prophylactic regimen. Six infections (1.0/patient-year) recurred in patients on nitrofurantoin, four infections (0.4/patients-year) reucrred in those receiving twice weekly TMP-SMX, and 12 infections (1.3/patient-year) in those receiving once weekly TMP-SMX. The mean interval between discontinuation of prophylaxis and recurrence of infection was 2.6 months. TMP-SMX in the doses used eliminated aerobic gram-negative rods from swabs from the anal canal in many patients. Gram-negative organisms resistant to trimethoprim did not cause infection either during or after therapy."
1137830,"The fate of trimethoprim and sulfamethoxazole and the combination of both these agents was studied in a group of healthy pregnant women who were undergoing therapeutic abortion. Assays were performed on samples of blood, urine, amniotic fluid and fetal tissues, using a standardized protocol for the selection of patients, dose administration, sample collection and assay techniques. A comparative evaluation of kinetics to assess the maternal handling and the distribution of trimethoprim throughout the fetoplacental unit disclosed no significant difference in the concentration within fetal fluids and tissue compartments. On the other hand, the concentration of sulfamethoxazole was lower in fetal tissues than in fetal fluids when relative ratios to trimethoprim were compared. The implications of the difference in behaviour of pharmacokinetic and clinical points of view."
1137831,Trimethoprim-sulfamethoxazole (TMP-SMX) caused no significant changes in the blood glucose or insulin concentrations of diabetic subjects treated by dietary measures alone or by insulin and diet. In only one of eight subjects receiving oral hypoglycemic agents for the control of diabetes did a significant immediate increase in immunoreactive insulin follow administration of TMP-SMX. In the same patient hypoglycemic symptoms were present after the agent had been taken for 14 days.
1137832,The combination trimethoprim-sulfamethoxazole was given in high dosage (four tablets twice daily) for either 2 or 5 days to 20 patients with sinusitis diagnosed on clinical grounds. In 11 the infection was improved or cured. Swabs cultured from 18 patients of the series produced no growth in 8. The organisms most likely to be isolated are Hemophilus influenzae and Diplococcus pneumoniae.
