Title,Journal,PMID,Year,x,y,Labels,Colors
Role of the pharmacist in primary health care.,American journal of hospital pharmacy,1136962,1975.0,80.93,-187.63,unlabeled,#D3D3D3
Flow rate maintenance and output of intravenous fluid administration sets.,American journal of hospital pharmacy,1136963,1975.0,-61.612,-14.55,unlabeled,#D3D3D3
Medication errors in a multidose and a computer-based unit dose drug distribution system.,American journal of hospital pharmacy,1136964,1975.0,130.944,-148.821,unlabeled,#D3D3D3
Treatment of acute isoniazid toxicity.,American journal of hospital pharmacy,1136966,1975.0,118.434,41.217,unlabeled,#D3D3D3
Implications of certificate of need legislation for institutional pharmacy practice.,American journal of hospital pharmacy,1136968,1975.0,56.615,-212.631,unlabeled,#D3D3D3
Quantitative determination of alkaloids in belladonna tincture USP.,American journal of hospital pharmacy,1136969,1975.0,-116.595,-70.152,unlabeled,#D3D3D3
Recommended methods for compounding intravenous admixtures in hospitals.,American journal of hospital pharmacy,1136973,1975.0,136.44,-7.968,unlabeled,#D3D3D3
Quality assurance for hospital pharmacy. Part I: Basic concepts.,American journal of hospital pharmacy,1136974,1975.0,77.693,-191.584,unlabeled,#D3D3D3
Adherence to approved drug use as a predictor of length of hospital stay.,American journal of hospital pharmacy,1136975,1975.0,131.517,-148.983,unlabeled,#D3D3D3
Assuring the quality of medications stored in patient care areas.,American journal of hospital pharmacy,1136976,1975.0,84.475,-192.076,unlabeled,#D3D3D3
Drug use and distribution in a pain rehabilitation center.,American journal of hospital pharmacy,1136977,1975.0,27.169,-81.836,unlabeled,#D3D3D3
Inhibition by ice cream of the antidotal efficacy of activated charcoal.,American journal of hospital pharmacy,1136978,1975.0,13.361,1.777,unlabeled,#D3D3D3
Practical pharmacokinetic techniques for drug consultation and evaluation. IV: Gentamicin blood level versus time profiles of various dosage regimens recommended for renal impairment.,American journal of hospital pharmacy,1136979,1975.0,10.971,-10.479,unlabeled,#D3D3D3
Diuretics.,American journal of hospital pharmacy,1136980,1975.0,74.891,51.381,unlabeled,#D3D3D3
Specific hypotensive and antihypertensive ocular effects of d-isoproterenol in rabbits.,American journal of ophthalmology,1136990,1975.0,52.623,0.474,ophthalmology,#A4E804
Visual parameters associated with recovered retrobulbar optic neuritis.,American journal of ophthalmology,1136991,1975.0,64.91,-14.884,ophthalmology,#A4E804
Bulbar ligneous conjunctivitis after pterygium removal in an elderly man.,American journal of ophthalmology,1136997,1975.0,134.908,84.784,ophthalmology,#A4E804
Absence of spontaneous head tilt in superior oblique muscle palsy.,American journal of ophthalmology,1136998,1975.0,118.28,-21.242,ophthalmology,#A4E804
Stereoacuity development in children with normal binocular single vision.,American journal of ophthalmology,1137000,1975.0,62.737,-20.804,ophthalmology,#A4E804
Genetic analysis of vergence measures in populations with varying incidences of strabismus.,American journal of ophthalmology,1137001,1975.0,60.336,-20.414,ophthalmology,#A4E804
Lateral rectus muscle paralysis associated with closed-head trauma.,American journal of ophthalmology,1137002,1975.0,118.22,-21.456,ophthalmology,#A4E804
An evaluation of the role of leukocytes in the pathogenesis of experimentally induced corneal vascularization.,The American journal of pathology,1137003,1975.0,16.372,54.977,pathology,#FF9408
Postmorten changes in the chemistry and histology of normal and edematous brains.,The American journal of pathology,1137004,1975.0,16.571,129.409,pathology,#FF9408
"Early, reversible plasma membrane injury in galactosamine-induced liver cell death.",The American journal of pathology,1137005,1975.0,-3.999,81.355,pathology,#FF9408
Effects of ischemia on the hind limb of the rat.,American journal of physical medicine,1137010,1975.0,-30.957,98.601,unlabeled,#D3D3D3
"Electromyographic study of unlateral and bilateral measurement conditions of reflex, premotor, and simple reaction time to joint displacement.",American journal of physical medicine,1137011,1975.0,-8.804,-114.144,unlabeled,#D3D3D3
"Multichannel biotelemetry systems for use in EMG studies, particularly in locomotion.",American journal of physical medicine,1137012,1975.0,-27.941,-116.853,unlabeled,#D3D3D3
Some observations and questions in intensive psychotherapy.,The American journal of psychiatry,1137015,1975.0,57.931,-172.176,psychiatry,#BA0900
Obstacles to utilization of prepaid mental health care.,The American journal of psychiatry,1137016,1975.0,68.383,-192.217,psychiatry,#BA0900
"""Sociopathy"" and its synonyms: inappropriate diagnoses in child psychiatry.",The American journal of psychiatry,1137017,1975.0,30.2,-153.254,psychiatry,#BA0900
The psychiatric chief residency: a preliminary training experience in administrative process.,The American journal of psychiatry,1137018,1975.0,93.606,-184.588,psychiatry,#BA0900
Comprehensive drug programs: the Dade County example.,The American journal of psychiatry,1137019,1975.0,63.232,-136.421,psychiatry,#BA0900
Manic-depressive illness and good prognosis schizophrenia.,The American journal of psychiatry,1137021,1975.0,54.318,-119.577,psychiatry,#BA0900
Delayed severe extrapyramidal disturbance following frequent depot phenothiazine administration.,The American journal of psychiatry,1137022,1975.0,127.585,39.211,psychiatry,#BA0900
The summit-annotated contract technique for hospitalized adolescents.,The American journal of psychiatry,1137023,1975.0,59.243,-171.006,psychiatry,#BA0900
Personality Characteristics of Viet Nam veterans identified as heroin abusers.,The American journal of psychiatry,1137024,1975.0,47.691,-123.33,psychiatry,#BA0900
Psychosexual and cultural determinants of fertility choice behavior.,The American journal of psychiatry,1137025,1975.0,48.969,-153.188,psychiatry,#BA0900
A syndrome of depression and mutism in the Oglala Sioux.,The American journal of psychiatry,1137026,1975.0,47.793,-164.459,psychiatry,#BA0900
Anatomy of the thalamoperforating arteries with special emphasis on arteriography of the third ventricle: Part I.,"The American journal of roentgenology, radium therapy, and nuclear medicine",1137037,1975.0,150.657,11.39,unlabeled,#D3D3D3
Tomographic findings of the inner ears of 24 patients with Waardenburg's syndrome.,"The American journal of roentgenology, radium therapy, and nuclear medicine",1137038,1975.0,143.565,-9.215,unlabeled,#D3D3D3
Congenital absence of bilateral vertebral arteries with occipital-basilar anastomosis.,"The American journal of roentgenology, radium therapy, and nuclear medicine",1137041,1975.0,144.014,16.236,unlabeled,#D3D3D3
B-Mode sonography as a screening procedure for asymptomatic carotid bruits.,"The American journal of roentgenology, radium therapy, and nuclear medicine",1137042,1975.0,130.314,13.84,unlabeled,#D3D3D3
Hypnotherapy in the treatment of bronchial asthma.,Annals of allergy,1137206,1975.0,42.764,-24.498,unlabeled,#D3D3D3
"Allergy epidemiology in the St. Louis, Missouri, area. I. Fungi.",Annals of allergy,1137208,1975.0,30.444,-32.647,unlabeled,#D3D3D3
Study of an attenuated Anaplasma marginale vaccine in Mexico natural challenge of immunity in an enzootic area.,American journal of veterinary research,1137209,1975.0,-37.958,-26.439,veterinary,#3B5DFF
Physiologic responses to exercise of irradiated and nonirradiated Shetland ponies: a five-year study.,American journal of veterinary research,1137210,1975.0,-23.759,6.295,veterinary,#3B5DFF
Bile secretion in ponies with biliary fistuals.,American journal of veterinary research,1137211,1975.0,10.293,85.83,veterinary,#3B5DFF
A system of grading ossification in limbs of foals to assist in radiologic interpretation.,American journal of veterinary research,1137212,1975.0,-23.657,22.408,veterinary,#3B5DFF
Glossitis of military working dogs in south Vietnam; histopathologic observations.,American journal of veterinary research,1137213,1975.0,122.742,68.313,veterinary,#3B5DFF
Occurrence of infection by the cestode Grillotia in Persian Gulf fish.,American journal of veterinary research,1137215,1975.0,-49.045,-47.998,veterinary,#3B5DFF
Absence of sensitization to epinephrine-induced cardiac arrhythmia and fibrillation in dogs and cats anesthetized with CI 744.,American journal of veterinary research,1137214,1975.0,64.97,72.33,veterinary,#3B5DFF
Activated coagulation test in normal and heparinized ponies and horses.,American journal of veterinary research,1137216,1975.0,57.358,70.72,veterinary,#3B5DFF
Further observations on the course and prognosis of chronic obstructive lung disease.,The American review of respiratory disease,1137239,1975.0,85.058,-10.61,unlabeled,#D3D3D3
Contribution of inhomogeneity of lung units to the maximal expiratory flow-volume curve in children with asthma and cystic fibrosis.,The American review of respiratory disease,1137240,1975.0,87.918,-11.281,unlabeled,#D3D3D3
Tracheal mucociliary transport in patients with cystic fibrosis and its stimulation by terbutaline.,The American review of respiratory disease,1137241,1975.0,43.991,-17.667,unlabeled,#D3D3D3
Effect of nebulized lidocaine on reactive airways.,The American review of respiratory disease,1137242,1975.0,42.969,-21.361,unlabeled,#D3D3D3
Factors influencing the measurement of closing volume.,The American review of respiratory disease,1137243,1975.0,88.249,-11.14,unlabeled,#D3D3D3
Normal values and evaluation of forced end-expiratory flow.,The American review of respiratory disease,1137244,1975.0,85.5,-11.367,unlabeled,#D3D3D3
Effects of ozone on pulmonary function in normal subjects. An environmental-chamber study.,The American review of respiratory disease,1137245,1975.0,44.623,-26.617,unlabeled,#D3D3D3
"Biochemical characterization of hyaluronic acid from a case of benign, localized, pleural mesothelioma.",The American review of respiratory disease,1137246,1975.0,-109.787,80.053,unlabeled,#D3D3D3
Horizontal gradient in ventilation distribution due to a localized chest wall abnormality.,The American review of respiratory disease,1137247,1975.0,87.774,-13.292,unlabeled,#D3D3D3
Prevention of radiation pneumonitis from inhaled cerium-144 by lung lavage in beagle dogs.,The American review of respiratory disease,1137248,1975.0,-26.114,73.21,unlabeled,#D3D3D3
Fatal pulmonary hemorrhage after transbronchial lung biopsy through the fiberoptic bronchoscope.,The American review of respiratory disease,1137250,1975.0,172.99,52.826,unlabeled,#D3D3D3
Recurrent high altitude pulmonary edema with blunted chemosensitivity.,The American review of respiratory disease,1137251,1975.0,139.323,32.205,unlabeled,#D3D3D3
Lung cancer in men: a model for the relationship between age at diagnosis and smoking habits.,The American review of respiratory disease,1137252,1975.0,-57.012,-138.267,unlabeled,#D3D3D3
Daily and alternate-day corticosteroid regimens in treatment of giant cell arteritis: comparison in a prospective study.,Annals of internal medicine,1137255,1975.0,99.467,22.318,unlabeled,#D3D3D3
Improved computer-assisted digoxin therapy. A method using feedback of measured serum digoxin concentrations.,Annals of internal medicine,1137256,1975.0,12.24,-7.625,unlabeled,#D3D3D3
Minimizing tuberculosis risk to hospital personnel and students exposed to unsuspected disease.,Annals of internal medicine,1137257,1975.0,11.727,-49.372,unlabeled,#D3D3D3
Imported African trypanosomiasis in the United States.,Annals of internal medicine,1137258,1975.0,142.952,56.567,unlabeled,#D3D3D3
"Hereditary thrombocytopenia, deafness, and renal disease.",Annals of internal medicine,1137259,1975.0,117.943,80.696,unlabeled,#D3D3D3
Hypomagnesemic hypocalcemia secondary to renal magnesium wasting.,Annals of internal medicine,1137260,1975.0,121.132,47.276,unlabeled,#D3D3D3
"Myeloid, erythroid, and immune system defects in a family. A new stem-cell disorder?",Annals of internal medicine,1137261,1975.0,39.158,69.722,unlabeled,#D3D3D3
"o,p'DDD therapy in invasive adrenocortical carcinoma.",Annals of internal medicine,1137262,1975.0,124.243,137.161,unlabeled,#D3D3D3
"Health manpower: numbers, distribution, quality.",Annals of internal medicine,1137264,1975.0,92.295,-190.107,unlabeled,#D3D3D3
Physician and nurse practitioner: conflict and reward.,Annals of internal medicine,1137265,1975.0,84.881,-184.469,unlabeled,#D3D3D3
Training and certifying the internist for primary care.,Annals of internal medicine,1137266,1975.0,93.556,-188.907,unlabeled,#D3D3D3
Spontaneous surface wrinkling retinopathy.,Annals of ophthalmology,1137279,1975.0,87.137,9.256,ophthalmology,#A4E804
Penetrating transorbital foreign body with ocular preservation.,Annals of ophthalmology,1137284,1975.0,157.359,17.929,ophthalmology,#A4E804
Traumatic hyphema: surgical vs medical management.,Annals of ophthalmology,1137285,1975.0,92.024,8.146,ophthalmology,#A4E804
Outcome of traumatic hyphema.,Annals of ophthalmology,1137287,1975.0,91.454,7.662,ophthalmology,#A4E804
Scleral buckling with soft silicone sponge and lamellar scleral dissection.,Annals of ophthalmology,1137289,1975.0,90.321,6.898,ophthalmology,#A4E804
Lacrimal drainage following repair of inferior canaliculus.,Annals of ophthalmology,1137290,1975.0,154.379,-12.424,ophthalmology,#A4E804
Blood sugar levels during routine fluid therapy of surgical patients.,Annales chirurgiae et gynaecologiae Fenniae,1137332,1975.0,49.483,34.494,unlabeled,#D3D3D3
Malignant hyperpyrexia. A study of an affected family.,Annales chirurgiae et gynaecologiae Fenniae,1137333,1975.0,130.386,44.765,unlabeled,#D3D3D3
Itching during pregnancy.,Annales chirurgiae et gynaecologiae Fenniae,1137334,1975.0,71.932,-40.833,unlabeled,#D3D3D3
Hepatotis of pregnancy. A clinical study of 107 patients.,Annales chirurgiae et gynaecologiae Fenniae,1137335,1975.0,35.934,23.695,unlabeled,#D3D3D3
Epidemiology of interstitial cystitis.,Annales chirurgiae et gynaecologiae Fenniae,1137336,1975.0,98.397,-60.566,unlabeled,#D3D3D3
Gastric retention following antrectomy and gastroduodenal anastomosis combined with truncal vagotomy.,Annales chirurgiae et gynaecologiae Fenniae,1137337,1975.0,191.929,21.22,unlabeled,#D3D3D3
The proteinases and proteinase inhibitors in the peritoneal exudate during acute experimental pancreatitis in the rat.,Annales chirurgiae et gynaecologiae Fenniae,1137338,1975.0,27.501,88.961,unlabeled,#D3D3D3
Conservative surgery in acute pancreatitis.,Annales chirurgiae et gynaecologiae Fenniae,1137339,1975.0,192.498,23.676,unlabeled,#D3D3D3
Clinical diagnosis and prognosis of deep venous thrombosis.,Annales chirurgiae et gynaecologiae Fenniae,1137341,1975.0,126.948,-6.059,unlabeled,#D3D3D3
Phosphoglucomutase types in the Asian-Pacific area: a critical reveiw including new phenotypes.,Annals of human genetics,1137343,1975.0,35.713,47.167,genetics,#1B4400
"Chromosome assignment of some human enzyme loci: mitochondrial malate dehydrogenase to 7, mannosephosphate isomerase and pyruvate kinase to 15 and probably, esterase D to 13.",Annals of human genetics,1137344,1975.0,-95.081,100.512,genetics,#1B4400
A method for the storage and retrieval of laboratory data on human lymphoblastoid cell lines.,Annals of human genetics,1137346,1975.0,-66.043,142.521,genetics,#1B4400
Growth disorders and homocysteine metabolism.,Annals of clinical and laboratory science,1137342,1975.0,0.614,82.772,unlabeled,#D3D3D3
Total number of individuals affected by deleterious mutant genes in a finite population.,Annals of human genetics,1137347,1975.0,-36.729,-82.729,genetics,#1B4400
The prior probability of autosomal linkage.,Annals of human genetics,1137348,1975.0,-34.292,-80.557,genetics,#1B4400
On estimating the frequency of a recessive gene in a random mating population.,Annals of human genetics,1137349,1975.0,-35.192,-81.707,genetics,#1B4400
Sex ratio and the sex composition of the existing sibs.,Annals of human genetics,1137352,1975.0,73.709,-55.221,genetics,#1B4400
Disk susceptibility testing of slow-growing anaerobic bacteria.,Antimicrobial agents and chemotherapy,1137353,1975.0,-58.643,-16.121,unlabeled,#D3D3D3
Comparison of a radioimmunoassay with an enzymatic assay for gentamicin.,Antimicrobial agents and chemotherapy,1137354,1975.0,-59.774,-14.428,unlabeled,#D3D3D3
Broth-dilution method for determining the antibiotic susceptibility of anaerobic bacteria.,Antimicrobial agents and chemotherapy,1137356,1975.0,-59.353,-14.986,unlabeled,#D3D3D3
Clinical pharmacology of sisomicin.,Antimicrobial agents and chemotherapy,1137357,1975.0,8.506,-9.375,unlabeled,#D3D3D3
"Comparative susceptibility of anaerobic bacteria to minocycline, doxycycline, and tetracycline.",Antimicrobial agents and chemotherapy,1137358,1975.0,-53.147,-14.765,unlabeled,#D3D3D3
Comparative in vitro antifungal activity of amphotericin B and amphotericin B methyl ester.,Antimicrobial agents and chemotherapy,1137359,1975.0,-67.486,-11.577,unlabeled,#D3D3D3
Biological activity of staphylococcin 162: bacteriocin from Staphylococcus aureus.,Antimicrobial agents and chemotherapy,1137360,1975.0,-135.5,27.111,unlabeled,#D3D3D3
Mechanism of plasmic-mediated resistance to cadmium in Staphylococcus aureus.,Antimicrobial agents and chemotherapy,1137361,1975.0,-140.324,29.805,unlabeled,#D3D3D3
Isolation and characterization of a gamma-thiochromanone-4-thiosemicarbazone-resistant mutant of vaccinia virus.,Antimicrobial agents and chemotherapy,1137362,1975.0,-73.064,48.959,unlabeled,#D3D3D3
Mode of action of two streptococcus faecium bacteriocins.,Antimicrobial agents and chemotherapy,1137363,1975.0,-135.796,26.635,unlabeled,#D3D3D3
Susceptibility of anaerobes to cefoxitin and other cephalosporins.,Antimicrobial agents and chemotherapy,1137364,1975.0,-53.686,-14.856,unlabeled,#D3D3D3
Production and mode of action of lactocin 27: bacteriocin from a homofermentative Lactobacillus.,Antimicrobial agents and chemotherapy,1137365,1975.0,-133.779,25.886,unlabeled,#D3D3D3
Parenteral clindamycin phosphate: pharmacology with normal and abnormal liver function and effect on nasal staphylococci.,Antimicrobial agents and chemotherapy,1137366,1975.0,19.198,-31.165,unlabeled,#D3D3D3
Susceptibility of various serogroups of streptococci to clindamycin and lincomycin.,Antimicrobial agents and chemotherapy,1137367,1975.0,-52.83,-15.901,unlabeled,#D3D3D3
Effect of diuretics on urinary excretion of cephalothin in humans.,Antimicrobial agents and chemotherapy,1137368,1975.0,32.138,110.981,unlabeled,#D3D3D3
Activity of three aminoglycosides and two penicillins against four species of gram-negative bacilli.,Antimicrobial agents and chemotherapy,1137369,1975.0,-55.277,-13.681,unlabeled,#D3D3D3
Activity of cefazolin against dense populations of enterobacteria.,Antimicrobial agents and chemotherapy,1137370,1975.0,-55.41,-14.206,unlabeled,#D3D3D3
Effects of adenine arabinoside on cellular immune mechanisms in humans.,Antimicrobial agents and chemotherapy,1137371,1975.0,-13.133,-31.878,unlabeled,#D3D3D3
Sequence of biosynthesis of the components of the polyene macrolides candidin and candihexin: macrolide aglycones as intracellular components.,Antimicrobial agents and chemotherapy,1137372,1975.0,-148.114,33.015,unlabeled,#D3D3D3
Rifampin disks in mycobacterial susceptibility testing.,Antimicrobial agents and chemotherapy,1137374,1975.0,4.519,-44.844,unlabeled,#D3D3D3
Effects of divalent cations on binding of aminoglycoside antibiotics to human serum proteins and to bacteria.,Antimicrobial agents and chemotherapy,1137375,1975.0,-71.376,2.767,unlabeled,#D3D3D3
"Verdamicin, a new broad spectrum aminoglycoside antibiotic.",Antimicrobial agents and chemotherapy,1137376,1975.0,-192.684,54.522,unlabeled,#D3D3D3
Evaluation of a rapid Bauer-Kirby antibiotic susceptibility determination.,Antimicrobial agents and chemotherapy,1137377,1975.0,-59.636,-16.585,unlabeled,#D3D3D3
Purification of two Clostridium bacteriocins by procedures appropriate to hydrophobic proteins.,Antimicrobial agents and chemotherapy,1137378,1975.0,-113.478,76.117,unlabeled,#D3D3D3
Phosphonoacetic acid in the treatment of experimental herpes simplex keratitis.,Antimicrobial agents and chemotherapy,1137379,1975.0,-57.314,33.064,unlabeled,#D3D3D3
Effect of rifampin on nasal carriage of Staphylococcus aureus.,Antimicrobial agents and chemotherapy,1137380,1975.0,13.113,-43.374,unlabeled,#D3D3D3
"BL-S 640, a cephalosporin with a broad spectrum of antibacterial activity: properties in vitro.",Antimicrobial agents and chemotherapy,1137381,1975.0,-54.969,-14.545,unlabeled,#D3D3D3
"BL-S640, a cephalosporin with a broad spectrum of antibacterial activity: bioavailability and therapeutic properties in rodents.",Antimicrobial agents and chemotherapy,1137382,1975.0,7.62,-9.402,unlabeled,#D3D3D3
Microdilution technique for antimicrobial susceptibility testing of anaerobic bacteria.,Antimicrobial agents and chemotherapy,1137383,1975.0,-53.579,-14.503,unlabeled,#D3D3D3
Binding of aminoglycoside antibiotics to filtration materials.,Antimicrobial agents and chemotherapy,1137384,1975.0,-60.383,-48.527,unlabeled,#D3D3D3
Antimicrobial agents from marine algae.,Antimicrobial agents and chemotherapy,1137385,1975.0,-94.057,-0.297,unlabeled,#D3D3D3
"Gentamicin and gentamicin C1 in the treatment of complicated urinary tract infections: comparative study of efficacy, tolerance, and pharmacokinetics.",Antimicrobial agents and chemotherapy,1137386,1975.0,8.556,-9.274,unlabeled,#D3D3D3
Bactericidal activity of combinations of gentamicin with penicillin or clindamycin against Streptococcus mutans.,Antimicrobial agents and chemotherapy,1137387,1975.0,-55.322,-13.094,unlabeled,#D3D3D3
Inhibitory effects of lipophilic acids and related compounds on bacteria and mammalian cells.,Antimicrobial agents and chemotherapy,1137388,1975.0,-136.296,27.011,unlabeled,#D3D3D3
Enzymuria in gentamicin-induced kidney damage.,Antimicrobial agents and chemotherapy,1137389,1975.0,25.301,108.429,unlabeled,#D3D3D3
"Susceptibility of clinical isolates of Enterobacteriaceae to BL-S640, a new oral cephalosporin.",Antimicrobial agents and chemotherapy,1137392,1975.0,-54.363,-14.814,unlabeled,#D3D3D3
"Renal metastases simulating Kaposi sarcoma. Radionuclide scanning, an aid in diagnosis and treatment planning.",Archives of dermatology,1137415,1975.0,148.434,80.935,dermatology,#D790FF
Contact urticaria syndrome. Contact urticaria to diethyltoluamide (immediate-type hypersensitivity).,Archives of dermatology,1137416,1975.0,26.329,-24.063,dermatology,#D790FF
Hypopharyngeal and laryngeal involvement with Darier disease.,Archives of dermatology,1137417,1975.0,120.645,70.643,dermatology,#D790FF
Incontinentia pigmenti achromians.,Archives of dermatology,1137418,1975.0,121.972,80.519,dermatology,#D790FF
Desmoplastic malignant melanoma.,Archives of dermatology,1137419,1975.0,145.92,109.94,dermatology,#D790FF
Pedunculated malignant melanoma.,Archives of dermatology,1137420,1975.0,145.481,109.048,dermatology,#D790FF
Radon seed implants. Residual radioactivity after 33 years.,Archives of dermatology,1137421,1975.0,112.477,131.698,dermatology,#D790FF
Sensory radicular neuropathy.,Archives of dermatology,1137422,1975.0,127.684,31.296,dermatology,#D790FF
Acral keratoderma.,Archives of dermatology,1137423,1975.0,123.541,77.263,dermatology,#D790FF
Congenital unilateral benign papillomatosis of the mouth.,Archives of dermatology,1137424,1975.0,142.981,98.762,dermatology,#D790FF
Polyvinyl chloride pyrolysis products. A potential cause for respiratory impairment.,Archives of environmental health,1137432,1975.0,33.481,-40.427,environment,#0089A3
"Cement, asbestos, and cement-asbestos pneumoconioses.",Archives of environmental health,1137433,1975.0,35.887,-40.781,environment,#0089A3
"Dental lead, blood lead, and pica in urban children.",Archives of environmental health,1137434,1975.0,27.402,-51.576,environment,#0089A3
Trace composition of human respiratory gas.,Archives of environmental health,1137435,1975.0,-106.822,-62.688,environment,#0089A3
Heinz bodies formed in erythrocytes by fatty acid ozonides and ozone.,Archives of environmental health,1137436,1975.0,-126.55,59.833,environment,#0089A3
Dose-dependence of methylmercury metabolism. A study of distribution: biotransformation and excretion in the squirrel monkey.,Archives of environmental health,1137437,1975.0,-8.914,76.889,environment,#0089A3
Rheumatoid arthritis in an urban South African Negro population.,Annals of the rheumatic diseases,1137439,1975.0,105.212,33.87,unlabeled,#D3D3D3
Rheumatoid arthritis in a rural South African Negro population.,Annals of the rheumatic diseases,1137440,1975.0,105.181,33.938,unlabeled,#D3D3D3
Chronic monarticular synovitis. Diagnostic and prognostic features.,Annals of the rheumatic diseases,1137441,1975.0,105.459,33.654,unlabeled,#D3D3D3
Survey of joint mobility and in vivo skin elasticity in London schoolchildren.,Annals of the rheumatic diseases,1137442,1975.0,162.327,-85.271,unlabeled,#D3D3D3
Empyema in rheumatoid arthritis.,Annals of the rheumatic diseases,1137443,1975.0,145.634,63.882,unlabeled,#D3D3D3
Urinary manometry in patients with spinal cord injury: neurourological considerations in the rehabilitation of acute and chronic neurogenic bladder.,Archives of physical medicine and rehabilitation,1137470,1975.0,195.088,-18.341,rehabilitation,#6B002C
Voluntary skeletal muscles: a unifying theory on the relationship of their electrical and mechanical activities.,Archives of physical medicine and rehabilitation,1137471,1975.0,-12.252,-112.513,rehabilitation,#6B002C
Thermography: an aid in the management of insensitive feet and stumps.,Archives of physical medicine and rehabilitation,1137472,1975.0,172.617,-36.284,rehabilitation,#6B002C
Paraspinal electromyographic abnormalities as a predictor of occult metastatic carcinoma.,Archives of physical medicine and rehabilitation,1137474,1975.0,155.056,-61.228,rehabilitation,#6B002C
Biofeedback treatment of foot-drop after stroke compared with standard rehabilitation technique: effects on voluntary control and strength.,Archives of physical medicine and rehabilitation,1137478,1975.0,144.28,-87.357,rehabilitation,#6B002C
Optimal stimulus parameters for minimum pain in the chronic stimulation of innervated muscle.,Archives of physical medicine and rehabilitation,1137479,1975.0,39.061,-59.701,rehabilitation,#6B002C
Physical training: comparative responses of middle-aged adults.,Archives of physical medicine and rehabilitation,1137480,1975.0,102.827,-46.007,rehabilitation,#6B002C
Physical conditioning of less fit adults by use of leg weight loading.,Archives of physical medicine and rehabilitation,1137481,1975.0,102.94,-46.058,rehabilitation,#6B002C
Leg-lift strength test with electrogoniometric analysis of knee angle.,Archives of physical medicine and rehabilitation,1137482,1975.0,155.655,-87.056,rehabilitation,#6B002C
Sexuality and spinal cord injury: some psychosocial considerations.,Archives of physical medicine and rehabilitation,1137483,1975.0,123.032,-41.704,rehabilitation,#6B002C
"Canine gallbladder bile. Effects of proximal gastric vagotomy, truncal vagotomy, and truncal vagotomy with pyloroplasty on volume and composition.","Archives of surgery (Chicago, Ill. : 1960)",1137487,1975.0,11.237,88.627,surgery,#006FA6
Intestinal blood flow. An evaluation by clearance of xenon Xe 133 from the canine jejunum.,"Archives of surgery (Chicago, Ill. : 1960)",1137488,1975.0,42.488,105.128,surgery,#006FA6
Arteriovenous fistaul from rupture of abdominal aortic aneurysm.,"Archives of surgery (Chicago, Ill. : 1960)",1137489,1975.0,186.047,52.593,surgery,#006FA6
Ophthalmic arterial blood pressures measured by ocular plethysmodynamography.,"Archives of surgery (Chicago, Ill. : 1960)",1137490,1975.0,129.784,12.162,surgery,#006FA6
Truncal vagotomy and pyloroplasty for duodenal ulcer.,"Archives of surgery (Chicago, Ill. : 1960)",1137491,1975.0,191.986,21.268,surgery,#006FA6
Esophagogastric fistula. A complication of combined operations for esophageal disease.,"Archives of surgery (Chicago, Ill. : 1960)",1137492,1975.0,180.812,18.603,surgery,#006FA6
Antiperistaltic ileal segment in the prevention of ileostomy diarrhea.,"Archives of surgery (Chicago, Ill. : 1960)",1137493,1975.0,195.818,-0.179,surgery,#006FA6
Membranous glomerulonephritis. An initial symptom of gastric carcinoma?,"Archives of surgery (Chicago, Ill. : 1960)",1137494,1975.0,140.89,74.797,surgery,#006FA6
Intraoperative arteriography during femoral-popliteal bypass.,"Archives of surgery (Chicago, Ill. : 1960)",1137495,1975.0,198.504,49.25,surgery,#006FA6
Operative arteriography. A new variation.,"Archives of surgery (Chicago, Ill. : 1960)",1137496,1975.0,198.955,49.001,surgery,#006FA6
Primary closure of radical mastectomy. A new method.,"Archives of surgery (Chicago, Ill. : 1960)",1137497,1975.0,172.963,-21.374,surgery,#006FA6
Structural polypeptides of antigenically distinct strains of influenza B virus.,Archives of virology,1137502,1975.0,-49.166,20.148,virology,#6F0062
Cell mediated immunity in experimental rubella infections.,Archives of virology,1137503,1975.0,-54.503,26.039,virology,#6F0062
Neurotoxicity of topically applied hexachlorophene in the young rat.,Archives of neurology,1137505,1975.0,-22.549,79.877,neurology,#009271
Neurotoxicity of hexachlorophene in humans. II. A clinicopathological study of 46 premature infants.,Archives of neurology,1137506,1975.0,62.853,-47.696,neurology,#009271
Neuropsychological effects of chronic asymptomatic increased lead absorption. A controlled study.,Archives of neurology,1137507,1975.0,29.661,-118.882,neurology,#009271
Cerebral vasospasm and ruptured intracranial aneurysm.,Archives of neurology,1137510,1975.0,138.877,5.978,neurology,#009271
Cerebral blood flow. A predictor of recovery from ischemia in the gerbil.,Archives of neurology,1137511,1975.0,18.024,131.394,neurology,#009271
Water in brain edema. Observations by the pulsed nuclear magnetic resonance technique.,Archives of neurology,1137512,1975.0,15.807,129.267,neurology,#009271
Failure to confirm a vascular cause of muscular dystrophy.,Archives of neurology,1137513,1975.0,19.894,74.454,neurology,#009271
Chronic cerebellar stimulation in the monkey. Preliminary observations.,Archives of neurology,1137514,1975.0,-24.337,-111.597,neurology,#009271
Lid-lag in the Guillain-Barré syndrome.,Archives of neurology,1137515,1975.0,127.798,30.568,neurology,#009271
Asymptomatic enlargement of the sella turcica.,Archives of neurology,1137516,1975.0,124.519,95.69,neurology,#009271
Experimental hyperthyroidism I. Hemodynamics and contractility in situ.,Basic research in cardiology,1137556,1975.0,17.406,123.069,cardiology,#1CE6FF
